,right_ascension,altnames,list,declination,distance,child_stars_binaries,epoch,name,all_children,flags
197,61d38m42.621s,,,-20d51m11.2259s,25.88 pc,[Star('GJ 160.2')],,GJ 160.2,[Star('GJ 160.2')],Flags()
198,73d27m29.6985s,,,-17d46m24.3092s,11.94 pc,[Star('GJ 180')],,GJ 180,[Star('GJ 180')],Flags()
199,108d01m12.1335s,,,-24d53m31.4919s,28.47 pc,[Star('GJ 2056')],,GJ 2056,[Star('GJ 2056')],Flags()
200,92d38m39.2299s,,,-21d51m52.7117s,5.75 pc,[Binary('GJ 229')],,GJ 229,[Binary('GJ 229')],Flags()
201,9d59m42.3645s,,,-44d15m11.5824s,23.62 pc,[Star('GJ 27.1')],,GJ 27.1,[Star('GJ 27.1')],Flags()
202,111d51m07.5s,,,5d13m32.8s,3.8 pc,[Star('GJ 273')],,GJ 273,[Star('GJ 273')],Flags()
203,18d38m32.9505s,,,-53d56m31.6106s,16.63 pc,[Star('GJ 3082')],,GJ 3082,[Star('GJ 3082')],Flags()
204,32d17m43.518s,,,-16d20m22.5287s,28.49 pc,[Star('GJ 3138')],,GJ 3138,[Star('GJ 3138')],Flags()
205,130d14m48.0825s,,,-23d27m22.5986s,15.1 pc,[Star('GJ 317')],,GJ 317,[Star('GJ 317')],Flags()
206,75d29m21.3915s,,,-6d56m46.3718s,5.38 pc,[Star('GJ 3323')],,GJ 3323,[Star('GJ 3323')],Flags()
207,138d36m10.245s,,,52d41m10.9061s,6.33 pc,[Star('GJ 338 B')],,GJ 338 B,[Star('GJ 338 B')],Flags()
208,120d35m43.242s,,,3d20m19.6922s,27.39 pc,[Star('GJ 3473')],,GJ 3473,[Star('GJ 3473')],Flags()
209,130d20m01.9335s,,,59d29m50.4448s,9.49 pc,[Star('GJ 3512')],,GJ 3512,[Star('GJ 3512')],Flags()
210,144d00m24.558s,,,-21d39m38.8782s,9.44 pc,[Star('GJ 357')],,GJ 357,[Star('GJ 357')],Flags()
211,200d44m11.217s,,,24d28m03.6025s,13.75 pc,[Star('GJ 3779')],,GJ 3779,[Star('GJ 3779')],Flags()
212,242d15m47.1165s,,,52d56m37.9584s,16.94 pc,[Star('GJ 3942')],,GJ 3942,[Star('GJ 3942')],Flags()
213,259d00m09.5505s,,,11d03m27.6136s,18.16 pc,[Star('GJ 3998')],,GJ 3998,[Star('GJ 3998')],Flags()
214,169d00m03.0675s,,,-57d32m51.5713s,12.67 pc,[Star('GJ 422')],,GJ 422,[Star('GJ 422')],Flags()
215,336d19m15.9945s,,,59d24m49.8171s,21.35 pc,[Star('GJ 4276')],,GJ 4276,[Star('GJ 4276')],Flags()
216,173d51m44.211s,,,-32d32m23.883s,9.07 pc,[Star('GJ 433')],,GJ 433,[Star('GJ 433')],Flags()
217,189d43m06.6135s,,,11d41m46.1457s,14.24 pc,[Star('GJ 480')],,GJ 480,[Star('GJ 480')],Flags()
218,210d15m47.8215s,,,-2d39m17.5149s,10.03 pc,[Star('GJ 536')],,GJ 536,[Star('GJ 536')],Flags()
219,246d21m09.3495s,,,54d18m14.7657s,6.49 pc,[Star('GJ 625')],,GJ 625,[Star('GJ 625')],Flags()
220,264d15m54.9363s,,,-44d19m09.1697s,5.079 pc,[Star('GJ 682')],,GJ 682,[Star('GJ 682')],Flags()
221,263d53m37.1775s,,,61d40m53.6265s,14.32 pc,[Star('GJ 685')],,GJ 685,[Star('GJ 685')],Flags()
222,264d06m28.4865s,,,68d20m20.9041s,4.55 pc,[Star('GJ 687')],,GJ 687,[Star('GJ 687')],Flags()
223,280d41m40.35s,,,59d37m49.4s,3.52 pc,[Binary('GJ 725')],,GJ 725,[Binary('GJ 725')],Flags()
224,346d28m00.531s,,,-35d51m11.0587s,3.29 pc,[Star('GJ 887')],,GJ 887,[Star('GJ 887')],Flags()
225,30d03m14.3415s,,,13d03m07.0212s,4.47 pc,[Star('GJ 9066')],,GJ 9066,[Star('GJ 9066')],Flags()
226,35d33m39.66s,,,47d52m48.1102s,11.94 pc,[Star('GJ 96')],,GJ 96,[Star('GJ 96')],Flags()
227,351d46m12.564s,,,-1d17m10.5856s,29.69 pc,[Star('GJ 9827')],,GJ 9827,[Star('GJ 9827')],Flags()
228,150d35m26.274s,,,48d05m19.6871s,14.96 pc,[Star('Gl 378')],,Gl 378,[Star('Gl 378')],Flags()
229,264d28m20.2005s,,,18d35m30.1607s,8.16 pc,[Star('Gl 686')],,Gl 686,[Star('Gl 686')],Flags()
230,258d49m44.0055s,,,4d57m50.0646s,14.55 pc,[Star('Gliese 1214')],,Gliese 1214,[Star('Gliese 1214')],Flags()
231,4d35m43.2798s,,,44d01m22.6282s,3.587 pc,[Binary('Gliese 15')],,Gliese 15,[Binary('Gliese 15')],Flags()
232,62d18m54.9525s,,,-53d22m23.305s,15.0 pc,[Star('Gliese 163')],,Gliese 163,[Star('Gliese 163')],Flags()
233,70d43m56.6245s,,,18d57m29.4043s,9.42 pc,[Star('Gliese 176')],,Gliese 176,[Star('Gliese 176')],Flags()
234,73d01m25.9845s,,,6d28m35.5895s,12.29 pc,[Star('Gliese 179')],,Gliese 179,[Star('Gliese 179')],Flags()
235,88d15m04.2675s,,,-5d59m41.442s,20.0 pc,[Star('Gliese 221')],,Gliese 221,[Star('Gliese 221')],Flags()
236,4d03m00s,,,-79d51m04s,17.62 pc,[Binary('Gliese 3021')],,Gliese 3021,[Binary('Gliese 3021')],Flags()
237,133d46m54.3285s,,,1d32m47.4164s,19.8 pc,[Star('Gliese 328')],,Gliese 328,[Star('Gliese 328')],Flags()
238,67d08m55.7865s,,,-25d10m09.2977s,18.2 pc,[Star('Gliese 3293')],,Gliese 3293,[Star('Gliese 3293')],Flags()
239,78d56m40.7445s,,,-31d17m45.316s,23.2 pc,[Star('Gliese 3341')],,Gliese 3341,[Star('Gliese 3341')],Flags()
240,119d46m27.5925s,,,15d23m29.24s,30.7 pc,[Star('Gliese 3470')],,Gliese 3470,[Star('Gliese 3470')],Flags()
241,164d38m46.323s,,,-31d08m38.2013s,19.8 pc,[Star('Gliese 3634')],,Gliese 3634,[Star('Gliese 3634')],Flags()
242,175d32m46.398s,,,26d42m23.658s,9.748 pc,[Star('Gliese 436')],,Gliese 436,[Star('Gliese 436')],Flags()
243,15d39m43.0185s,,,62d20m42.1728s,9.86 pc,[Star('Gliese 49')],,Gliese 49,[Star('Gliese 49')],Flags()
244,199d11m37.7394s,,,9d25m26.959s,17.56 pc,[Star('Gliese 504')],,Gliese 504,[Star('Gliese 504')],Flags()
245,229d51m42.4065s,,,-7d43m20.1909s,6.21 pc,[Star('Gliese 581')],,Gliese 581,[Star('Gliese 581')],Flags()
246,254d32m12.7455s,,,25d44m38.9711s,10.34 pc,[Star('Gliese 649')],,Gliese 649,[Star('Gliese 649')],Flags()
247,259d44m15s,,,-34d59m23s,6.97 pc,[Binary('Gliese 667')],,Gliese 667,[Binary('Gliese 667')],Flags()
248,262d09m59.1825s,,,-46d53m42.6932s,4.54 pc,[Star('Gliese 674')],,Gliese 674,[Star('Gliese 674')],Flags()
249,262d32m45s,,,-51d38m13s,16.5 pc,[Binary('Gliese 676')],,Gliese 676,[Binary('Gliese 676')],Flags()
250,300d54m21.075s,,,29d53m48.5s,15.89 pc,[Binary('Gliese 777')],,Gliese 777,[Binary('Gliese 777')],Flags()
251,303d49m20.874s,,,-27d01m58.7135s,8.82 pc,[Star('Gliese 785')],,Gliese 785,[Star('Gliese 785')],Flags()
252,323d23m29.6235s,,,-49d00m32.4034s,4.94 pc,[Star('Gliese 832')],,Gliese 832,[Star('Gliese 832')],Flags()
253,332d25m05.1645s,,,-4d38m26.6512s,9.1 pc,[Star('Gliese 849')],,Gliese 849,[Star('Gliese 849')],Flags()
254,32d36m29.0137s,,,-50d49m25.4179s,10.783 pc,[Binary('Gliese 86')],,Gliese 86,[Binary('Gliese 86')],Flags()
255,343d19m10.9845s,,,-14d15m49.3034s,4.69 pc,[Star('Gliese 876')],,Gliese 876,[Star('Gliese 876')],Flags()
256,237d18m01.5825s,,,-35d39m05.0539s,140.0 pc,[Star('GQ Lup')],,GQ Lup,[Star('GQ Lup')],Flags()
257,245d28m40.0125s,,,-20d43m09.1388s,145.0 pc,[Star('GSC 06214-00210')],,GSC 06214-00210,[Star('GSC 06214-00210')],Flags()
258,18d08m45.7785s,,,17d03m55.5712s,48.0 pc,[Star('GU Psc')],,GU Psc,[Star('GU Psc')],Flags()
259,297d42m33.7118s,,,48d04m51.0974s,37.89 pc,[Star('HAT-P-11')],,HAT-P-11,[Star('HAT-P-11')],Flags()
260,209d23m22.002s,,,43d29m36.6025s,142.5 pc,[Star('HAT-P-12')],,HAT-P-12,[Star('HAT-P-12')],Flags()
261,129d52m57.1095s,,,47d21m07.2756s,214.0 pc,[Star('HAT-P-13')],,HAT-P-13,[Star('HAT-P-13')],Flags()
262,260d07m00s,,,38d14m32s,205.0 pc,[Binary('HAT-P-14')],,HAT-P-14,[Binary('HAT-P-14')],Flags()
263,66d14m53.0205s,,,39d27m38.3124s,190.0 pc,[Star('HAT-P-15')],,HAT-P-15,[Star('HAT-P-15')],Flags()
264,9d34m30s,,,42d27m47s,235.0 pc,[Binary('HAT-P-16')],,HAT-P-16,[Binary('HAT-P-16')],Flags()
265,324d32m10.9665s,,,30d29m19.4455s,90.0 pc,[Star('HAT-P-17')],,HAT-P-17,[Star('HAT-P-17')],Flags()
266,256d20m47.2125s,,,33d00m44.9391s,166.0 pc,[Star('HAT-P-18')],,HAT-P-18,[Star('HAT-P-18')],Flags()
267,9d31m00.204s,,,34d42m41.5522s,215.0 pc,[Star('HAT-P-19')],,HAT-P-19,[Star('HAT-P-19')],Flags()
268,344d26m42.6645s,,,38d40m30.3553s,139.0 pc,[Star('HAT-P-1')],,HAT-P-1,[Star('HAT-P-1')],Flags()
269,111d54m59.2305s,,,24d20m11.5182s,70.0 pc,[Star('HAT-P-20')],,HAT-P-20,[Star('HAT-P-20')],Flags()
270,171d16m29.787s,,,41d01m40.6691s,254.0 pc,[Star('HAT-P-21')],,HAT-P-21,[Star('HAT-P-21')],Flags()
271,155d40m53.886s,,,50d07m42.0634s,82.0 pc,[Star('HAT-P-22')],,HAT-P-22,[Star('HAT-P-22')],Flags()
272,306d07m25.8525s,,,16d45m43.8103s,393.0 pc,[Star('HAT-P-23')],,HAT-P-23,[Star('HAT-P-23')],Flags()
273,108d49m30s,,,14d15m44s,396.0 pc,[Binary('HAT-P-24')],,HAT-P-24,[Binary('HAT-P-24')],Flags()
274,48d26m07.4715s,,,25d11m50.6878s,302.9 pc,[Star('HAT-P-25')],,HAT-P-25,[Star('HAT-P-25')],Flags()
275,213d09m22.9935s,,,4d03m36.1176s,134.0 pc,[Star('HAT-P-26')],,HAT-P-26,[Star('HAT-P-26')],Flags()
276,222d46m02.805s,,,5d56m50.5481s,204.0 pc,[Star('HAT-P-27')],,HAT-P-27,[Star('HAT-P-27')],Flags()
277,13d00m02.8155s,,,34d43m42.203s,395.0 pc,[Star('HAT-P-28')],,HAT-P-28,[Star('HAT-P-28')],Flags()
278,33d07m52.176s,,,51d46m43.562s,322.0 pc,[Star('HAT-P-29')],,HAT-P-29,[Star('HAT-P-29')],Flags()
279,245d09m05.3685s,,,41d02m53.109s,118.0 pc,[Star('HAT-P-2')],,HAT-P-2,[Star('HAT-P-2')],Flags()
280,123d57m00s,,,5d50m12s,193.0 pc,[Binary('HAT-P-30')],,HAT-P-30,[Binary('HAT-P-30')],Flags()
281,271d32m15.7485s,,,26d25m35.9897s,354.0 pc,[Star('HAT-P-31')],,HAT-P-31,[Star('HAT-P-31')],Flags()
282,31d02m34.17s,,,46d41m16.21s,283.0 pc,[Binary('HAT-P-32')],,HAT-P-32,[Binary('HAT-P-32')],Flags()
283,113d11m00s,,,33d50m06s,387.0 pc,[Binary('HAT-P-33')],,HAT-P-33,[Binary('HAT-P-33')],Flags()
284,303d11m43.3005s,,,18d06m17.3999s,257.0 pc,[Star('HAT-P-34')],,HAT-P-34,[Star('HAT-P-34')],Flags()
285,123d15m02.679s,,,4d47m13.4174s,535.0 pc,[Star('HAT-P-35')],,HAT-P-35,[Star('HAT-P-35')],Flags()
286,188d15m58.5915s,,,44d54m55.197s,296.93 pc,[Star('HAT-P-36')],,HAT-P-36,[Star('HAT-P-36')],Flags()
287,284d17m45.843s,,,51d16m08.8495s,411.0 pc,[Star('HAT-P-37')],,HAT-P-37,[Star('HAT-P-37')],Flags()
288,35d22m59.703s,,,32d14m46.0908s,249.0 pc,[Star('HAT-P-38')],,HAT-P-38,[Star('HAT-P-38')],Flags()
289,113d45m29.691s,,,17d49m48.2348s,642.0 pc,[Star('HAT-P-39')],,HAT-P-39,[Star('HAT-P-39')],Flags()
290,206d05m38.9085s,,,48d01m43.2062s,130.0 pc,[Star('HAT-P-3')],,HAT-P-3,[Star('HAT-P-3')],Flags()
291,335d30m46.3125s,,,45d27m26.5159s,501.0 pc,[Star('HAT-P-40')],,HAT-P-40,[Star('HAT-P-40')],Flags()
292,297d19m21.5985s,,,4d40m20.7835s,344.0 pc,[Star('HAT-P-41')],,HAT-P-41,[Star('HAT-P-41')],Flags()
293,135d20m39.735s,,,6d05m50.0155s,447.0 pc,[Star('HAT-P-42')],,HAT-P-42,[Star('HAT-P-42')],Flags()
294,128d55m32.6205s,,,10d12m23.9238s,543.0 pc,[Star('HAT-P-43')],,HAT-P-43,[Star('HAT-P-43')],Flags()
295,213d08m38.571s,,,47d00m53.0455s,374.0 pc,[Star('HAT-P-44')],,HAT-P-44,[Star('HAT-P-44')],Flags()
296,274d22m23.661s,,,-3d22m51.7395s,305.0 pc,[Star('HAT-P-45')],,HAT-P-45,[Star('HAT-P-45')],Flags()
297,270d26m39.129s,,,-2d58m15.4595s,296.0 pc,[Star('HAT-P-46')],,HAT-P-46,[Star('HAT-P-46')],Flags()
298,38d18m29.3175s,,,30d21m37.7997s,284.3 pc,[Star('HAT-P-47')],,HAT-P-47,[Star('HAT-P-47')],Flags()
299,44d28m15.237s,,,30d37m32.3336s,321.9 pc,[Star('HAT-P-48')],,HAT-P-48,[Star('HAT-P-48')],Flags()
300,305d26m28.9455s,,,26d41m33.6038s,322.0 pc,[Star('HAT-P-49')],,HAT-P-49,[Star('HAT-P-49')],Flags()
301,229d59m28.8075s,,,36d13m46.7379s,310.0 pc,[Star('HAT-P-4')],,HAT-P-4,[Star('HAT-P-4')],Flags()
302,118d03m48.2685s,,,12d08m21.8386s,497.0 pc,[Star('HAT-P-50')],,HAT-P-50,[Star('HAT-P-50')],Flags()
303,21d03m54.6195s,,,32d48m38.7779s,470.0 pc,[Star('HAT-P-51')],,HAT-P-51,[Star('HAT-P-51')],Flags()
304,42d43m18.0045s,,,29d01m20.5226s,364.9 pc,[Star('HAT-P-52')],,HAT-P-52,[Star('HAT-P-52')],Flags()
305,21d52m15.9675s,,,38d58m05.2594s,719.0 pc,[Star('HAT-P-53')],,HAT-P-53,[Star('HAT-P-53')],Flags()
306,99d53m52.773s,,,25d28m57.157s,135.8 pc,[Star('HAT-P-54')],,HAT-P-54,[Star('HAT-P-54')],Flags()
307,264d16m24.507s,,,25d43m52.2543s,480.0 pc,[Star('HAT-P-55')],,HAT-P-55,[Star('HAT-P-55')],Flags()
308,100d50m52.9425s,,,27d15m08.2182s,310.5 pc,[Star('HAT-P-56')],,HAT-P-56,[Star('HAT-P-56')],Flags()
309,274d44m34.8s,,,10d35m50.3s,303.0 pc,[Binary('HAT-P-57')],,HAT-P-57,[Binary('HAT-P-57')],Flags()
310,274d24m19.6905s,,,36d37m17.1685s,340.0 pc,[Star('HAT-P-5')],,HAT-P-5,[Star('HAT-P-5')],Flags()
311,315d54m19.695s,,,11d59m21.8182s,841.0 pc,[Star('HAT-P-65')],,HAT-P-65,[Star('HAT-P-65')],Flags()
312,150d34m21.7005s,,,53d57m03.2019s,927.0 pc,[Star('HAT-P-66')],,HAT-P-66,[Star('HAT-P-66')],Flags()
313,256d36m38.4135s,,,44d46m37.0676s,320.0 pc,[Star('HAT-P-67')],,HAT-P-67,[Star('HAT-P-67')],Flags()
314,118d44m00s,,,23d56m18s,202.0 pc,[Star('HAT-P-68')],,HAT-P-68,[Star('HAT-P-68')],Flags()
315,130d30m20.3415s,,,3d42m38.0229s,343.9 pc,[Star('HAT-P-69')],,HAT-P-69,[Star('HAT-P-69')],Flags()
316,354d46m27.1515s,,,42d27m57.5034s,200.0 pc,[Star('HAT-P-6')],,HAT-P-6,[Star('HAT-P-6')],Flags()
317,74d33m08.4405s,,,9d59m52.8033s,329.0 pc,[Star('HAT-P-70')],,HAT-P-70,[Star('HAT-P-70')],Flags()
318,292d14m45s,,,47d58m10s,320.0 pc,[Binary('HAT-P-7')],,HAT-P-7,[Binary('HAT-P-7')],Flags()
319,343d02m30s,,,35d26m50s,230.0 pc,[Binary('HAT-P-8')],,HAT-P-8,[Binary('HAT-P-8')],Flags()
320,110d10m06.843s,,,37d08m26.3428s,480.0 pc,[Star('HAT-P-9')],,HAT-P-9,[Star('HAT-P-9')],Flags()
321,294d18m24.528s,,,-22d12m16.1159s,496.0 pc,[Star('HATS-10')],,HATS-10,[Star('HATS-10')],Flags()
322,289d24m02.7s,,,-22d23m23.721s,906.0 pc,[Star('HATS-11')],,HATS-11,[Star('HATS-11')],Flags()
323,289d12m08.6145s,,,-19d21m21.2468s,981.0 pc,[Star('HATS-12')],,HATS-12,[Star('HATS-12')],Flags()
324,316d57m41.2665s,,,-26d05m48.0338s,476.0 pc,[Star('HATS-13')],,HATS-13,[Star('HATS-13')],Flags()
325,313d12m55.692s,,,-25d41m14.3989s,513.0 pc,[Star('HATS-14')],,HATS-14,[Star('HATS-14')],Flags()
326,311d05m30.915s,,,-19d26m15.1201s,689.0 pc,[Star('HATS-15')],,HATS-15,[Star('HATS-15')],Flags()
327,358d33m31.473s,,,-30d00m46.9064s,774.0 pc,[Star('HATS-16')],,HATS-16,[Star('HATS-16')],Flags()
328,192d11m23.1795s,,,-47d36m49.2878s,339.0 pc,[Star('HATS-17')],,HATS-17,[Star('HATS-17')],Flags()
329,173d57m26.6565s,,,-29d09m21.7539s,645.0 pc,[Star('HATS-18')],,HATS-18,[Star('HATS-18')],Flags()
330,147d24m24.276s,,,-33d46m53s,780.0 pc,[Star('HATS-19')],,HATS-19,[Star('HATS-19')],Flags()
331,175d31m31.2075s,,,-23d21m17.4281s,303.0 pc,[Star('HATS-1')],,HATS-1,[Star('HATS-1')],Flags()
332,198d07m58.5285s,,,-45d24m34s,454.0 pc,[Star('HATS-20')],,HATS-20,[Star('HATS-20')],Flags()
333,280d11m03.81s,,,-58d32m27s,286.0 pc,[Star('HATS-21')],,HATS-21,[Star('HATS-21')],Flags()
334,174d00m35.085s,,,-29d32m35.9575s,207.9 pc,[Star('HATS-22')],,HATS-22,[Star('HATS-22')],Flags()
335,286d22m00.123s,,,-50d55m57s,747.0 pc,[Star('HATS-23')],,HATS-23,[Star('HATS-23')],Flags()
336,268d53m26.5095s,,,-61d44m50.3673s,510.0 pc,[Star('HATS-24')],,HATS-24,[Star('HATS-24')],Flags()
337,207d54m27.9585s,,,-23d46m52.2552s,466.0 pc,[Star('HATS-25')],,HATS-25,[Star('HATS-25')],Flags()
338,144d55m36.732s,,,-28d35m08.098s,907.0 pc,[Star('HATS-26')],,HATS-26,[Star('HATS-26')],Flags()
339,193d33m09.1635s,,,-46d24m44s,840.0 pc,[Star('HATS-27')],,HATS-27,[Star('HATS-27')],Flags()
340,284d23m58.878s,,,-49d51m41s,521.0 pc,[Star('HATS-28')],,HATS-28,[Star('HATS-28')],Flags()
341,135d05m45s,,,-54d06m24s,351.0 pc,[Star('HATS-29')],,HATS-29,[Star('HATS-29')],Flags()
342,176d44m20.553s,,,-22d21m46.82s,360.0 pc,[Star('HATS-2')],,HATS-2,[Star('HATS-2')],Flags()
343,5d37m07.38s,,,-59d03m27s,339.0 pc,[Star('HATS-30')],,HATS-30,[Star('HATS-30')],Flags()
344,191d42m10.176s,,,-24d35m38.5s,872.0 pc,[Star('HATS-31')],,HATS-31,[Star('HATS-31')],Flags()
345,346d04m30.333s,,,-21d16m18.9485s,839.0 pc,[Star('HATS-32')],,HATS-32,[Star('HATS-32')],Flags()
346,294d38m01.152s,,,-55d40m12s,355.0 pc,[Star('HATS-33')],,HATS-33,[Star('HATS-33')],Flags()
347,0d46m28.0545s,,,-62d31m50s,532.0 pc,[Star('HATS-34')],,HATS-34,[Star('HATS-34')],Flags()
348,296d41m17.715s,,,-63d26m04s,557.0 pc,[Star('HATS-35')],,HATS-35,[Star('HATS-35')],Flags()
349,291d28m43.287s,,,-23d12m10.0283s,977.0 pc,[Star('HATS-36')],,HATS-36,[Star('HATS-36')],Flags()
350,199d48m00s,,,-22d59m13s,211.1 pc,[Star('HATS-37 A')],,HATS-37 A,[Star('HATS-37 A')],Flags()
351,154d16m15s,,,-25d16m35s,347.7 pc,[Star('HATS-38')],,HATS-38,[Star('HATS-38')],Flags()
352,112d25m09.162s,,,-29d56m16.4207s,773.0 pc,[Star('HATS-39')],,HATS-39,[Star('HATS-39')],Flags()
353,312d27m26.778s,,,-24d25m43.5398s,556.0 pc,[Star('HATS-3')],,HATS-3,[Star('HATS-3')],Flags()
354,100d34m16.5645s,,,-29d46m36.4946s,1431.0 pc,[Star('HATS-40')],,HATS-40,[Star('HATS-40')],Flags()
355,103d31m02.4825s,,,-27d03m01.4223s,800.0 pc,[Star('HATS-41')],,HATS-41,[Star('HATS-41')],Flags()
356,108d27m08.622s,,,-33d26m14.4018s,942.0 pc,[Star('HATS-42')],,HATS-42,[Star('HATS-42')],Flags()
357,80d32m17.5125s,,,-30d01m45s,341.0 pc,[Star('HATS-43')],,HATS-43,[Star('HATS-43')],Flags()
358,84d19m36.3585s,,,-27d01m39s,463.0 pc,[Star('HATS-44')],,HATS-44,[Star('HATS-44')],Flags()
359,101d59m39.336s,,,-21d05m21s,818.0 pc,[Star('HATS-45')],,HATS-45,[Star('HATS-45')],Flags()
360,6d42m08.904s,,,-56d41m02s,448.0 pc,[Star('HATS-46')],,HATS-46,[Star('HATS-46')],Flags()
361,287d29m03.7545s,,,-49d39m53.8684s,301.7 pc,[Star('HATS-47')],,HATS-47,[Star('HATS-47')],Flags()
362,288d40m19.1205s,,,-59d34m45.757s,265.4 pc,[Star('HATS-48 A')],,HATS-48 A,[Star('HATS-48 A')],Flags()
363,6d36m47.742s,,,-56d20m39.5351s,324.6 pc,[Star('HATS-49')],,HATS-49,[Star('HATS-49')],Flags()
364,94d06m43.524s,,,-22d32m48.815s,420.0 pc,[Star('HATS-4')],,HATS-4,[Star('HATS-4')],Flags()
365,300d25m40.947s,,,-26d04m39.2919s,773.2 pc,[Star('HATS-50')],,HATS-50,[Star('HATS-50')],Flags()
366,102d50m51.0195s,,,-29d03m31.0456s,394.0 pc,[Star('HATS-51')],,HATS-51,[Star('HATS-51')],Flags()
367,140d05m15.684s,,,-31d16m09.4912s,564.1 pc,[Star('HATS-52')],,HATS-52,[Star('HATS-52')],Flags()
368,176d37m42.6165s,,,-33d51m36.2036s,595.8 pc,[Star('HATS-53')],,HATS-53,[Star('HATS-53')],Flags()
369,200d38m05.586s,,,-44d41m19.6988s,764.4 pc,[Star('HATS-54')],,HATS-54,[Star('HATS-54')],Flags()
370,114d17m00.2895s,,,-32d45m19.5157s,620.7 pc,[Star('HATS-55')],,HATS-55,[Star('HATS-55')],Flags()
371,180d09m54.45s,,,-45d47m57.9954s,573.5 pc,[Star('HATS-56')],,HATS-56,[Star('HATS-56')],Flags()
372,60d56m54.0075s,,,-19d03m24.3267s,281.7 pc,[Star('HATS-57')],,HATS-57,[Star('HATS-57')],Flags()
373,186d47m14.82s,,,-48d58m42.39s,425.5 pc,[Binary('HATS-58')],,HATS-58,[Binary('HATS-58')],Flags()
374,170d19m27.975s,,,-22d23m17.4516s,654.9 pc,[Star('HATS-59')],,HATS-59,[Star('HATS-59')],Flags()
375,67d13m22.2465s,,,-21d28m55.0626s,257.0 pc,[Star('HATS-5')],,HATS-5,[Star('HATS-5')],Flags()
376,341d21m50.4645s,,,-14d59m30.3456s,493.3 pc,[Star('HATS-60')],,HATS-60,[Star('HATS-60')],Flags()
377,61d39m28.0125s,,,-25d20m58.9559s,693.4 pc,[Star('HATS-61')],,HATS-61,[Star('HATS-61')],Flags()
378,312d26m57.4995s,,,-24d18m12.4965s,530.8 pc,[Star('HATS-62')],,HATS-62,[Star('HATS-62')],Flags()
379,67d25m06.7935s,,,-28d11m50.234s,634.7 pc,[Star('HATS-63')],,HATS-63,[Star('HATS-63')],Flags()
380,144d17m15.4485s,,,-29d48m01.5746s,1114.0 pc,[Star('HATS-64')],,HATS-64,[Star('HATS-64')],Flags()
381,292d56m23.277s,,,-26d44m24.7249s,500.0 pc,[Star('HATS-65')],,HATS-65,[Star('HATS-65')],Flags()
382,101d23m41.3595s,,,-33d52m54.1299s,1544.0 pc,[Star('HATS-66')],,HATS-66,[Star('HATS-66')],Flags()
383,180d12m31.773s,,,-46d08m11.1247s,987.1 pc,[Star('HATS-67')],,HATS-67,[Star('HATS-67')],Flags()
384,15d00m21.201s,,,-58d54m17.1247s,614.6 pc,[Star('HATS-68')],,HATS-68,[Star('HATS-68')],Flags()
385,289d17m50.4615s,,,-60d53m30.0584s,419.5 pc,[Star('HATS-69')],,HATS-69,[Star('HATS-69')],Flags()
386,88d08m48.549s,,,-19d01m53.9705s,172.6 pc,[Star('HATS-6')],,HATS-6,[Star('HATS-6')],Flags()
387,109d06m16.32s,,,-31d14m39.8585s,1307.0 pc,[Star('HATS-70')],,HATS-70,[Star('HATS-70')],Flags()
388,15d33m04.218s,,,-61d45m21.6598s,140.8 pc,[Star('HATS-71')],,HATS-71,[Star('HATS-71')],Flags()
389,339d01m34.7835s,,,-16d59m59.7882s,127.66 pc,[Star('HATS-72')],,HATS-72,[Star('HATS-72')],Flags()
390,208d51m25.0035s,,,-21d12m27.7226s,257.0 pc,[Star('HATS-7')],,HATS-7,[Star('HATS-7')],Flags()
391,294d56m30.1905s,,,-25d44m54.0091s,829.0 pc,[Star('HATS-8')],,HATS-8,[Star('HATS-8')],Flags()
392,290d48m36.471s,,,-20d09m58.8491s,622.0 pc,[Star('HATS-9')],,HATS-9,[Star('HATS-9')],Flags()
393,173d21m21.606s,,,-70d11m41.2393s,97.0 pc,[Star('HD 100546')],,HD 100546,[Star('HD 100546')],Flags()
394,173d45m56.2935s,,,20d26m29.5636s,122.0 pc,[Star('HD 100655')],,HD 100655,[Star('HD 100655')],Flags()
395,173d57m52.845s,,,-4d45m20.5012s,52.8 pc,[Star('HD 100777')],,HD 100777,[Star('HD 100777')],Flags()
396,24d28m23.6565s,,,-60d30m41.4854s,38.87 pc,[Star('HD 10180')],,HD 10180,[Star('HD 10180')],Flags()
397,175d52m31.6995s,,,-58d00m24.7768s,30.49 pc,[Star('HD 101930')],,HD 101930,[Star('HD 101930')],Flags()
398,176d12m36.912s,,,-58d42m13.3564s,42.0 pc,[Star('HD 102117')],,HD 102117,[Star('HD 102117')],Flags()
399,176d25m34.3905s,,,2d49m17.3261s,28.98 pc,[Star('HD 102195')],,HD 102195,[Star('HD 102195')],Flags()
400,176d35m53.031s,,,14d07m26.3538s,360.0 pc,[Star('HD 102272')],,HD 102272,[Star('HD 102272')],Flags()
401,176d41m39.675s,,,3d28m27.4582s,229.0 pc,[Star('HD 102329')],,HD 102329,[Star('HD 102329')],Flags()
402,176d37m46.0785s,,,-40d30m01.2799s,9.24 pc,[Star('HD 102365')],,HD 102365,[Star('HD 102365')],Flags()
403,177d35m13.956s,,,-1d15m08.843s,62.87 pc,[Star('HD 102843')],,HD 102843,[Star('HD 102843')],Flags()
