,name,flags,system,radius,orbital_inclination,seperation,age,transit_time,longitude,ascending_node,discovery_method,discovery_year,description ,alt_names,list,type,mass,semi_major_axis,orbital_period,periastron,periastron_time,eccentricity,distance,temp,right_ascension,declination,parent_obj,star
325,Gliese 581 g,Flags(),System('Gliese 581'),,,,,,,,RV,2010,A new analysis shows that there is no signal of the planet Gliese 581 d after stellar activity reduction.,"['GJ 581 g', 'Gj 581 g', 'Gl 581 g', 'Gaia DR2 6322070093095493504 g', 'TYC 5594-1093-1 g', 'HIP 74995 g', 'Gliese 581 g']",['Retracted planet candidate'],<bound method Planet.type of Planet('Gliese 581 g')>,0.0097516 M_j,0.146 au,,,,0.0,6.21 pc,230.9 K,229d51m42.4065s,-7d43m20.1909s,Star('Gliese 581'),Star('Gliese 581')
326,Gliese 649 b,Flags(),System('Gliese 649'),,,,,,,,RV,2009,Gliese 649 is a red dwarf with about half the mass and size of our Sun in the constellation Hercules.,"['GJ 649 b', 'Gj 649 b', 'Gl 649 b', 'Gaia DR2 4572835535272064768 b', 'TYC 2063-479-1 b', 'HIP 83043 b', 'Gliese 649 b']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 649 b')>,0.328 M_j,1.135 au,,,,0.3,10.34 pc,102.2 K,254d32m12.7455s,25d44m38.9711s,Star('Gliese 649'),Star('Gliese 649')
327,GJ 649.02,Flags(lculated Temperature'),System('Gliese 649'),,,,,,,,RV,2013,The radial velocity data for GJ 649 is compatible with either a single eccentric planet or a two-planet system with lower eccentricities.,['GJ 649.02'],['Controversial'],<bound method Planet.type of Planet('GJ 649.02')>,0.03 M_j,0.043 au,4.4762 d,334.0 deg,,0.2,10.34 pc,,254d32m12.7455s,25d44m38.9711s,Star('Gliese 649'),Star('Gliese 649')
328,Gliese 667 C b,Flags(lculated Temperature'),System('Gliese 667'),,,,,,201,,RV,2009,"Gliese 667 is a nearby triple star system in the constellation Scorpius, about 22 light years away. The star Gliese 667 C hosts at least six planets. Three of them, all Super-Earths, are located in the habitable zone. The habitable zone is so densely packed that any additional planet is likely to destabilize the system. This planet, Gliese 667 C b, is located too close to the star and not in the habitable zone.","['GJ 667 C b', 'HR 6426C b', 'Gliese 667 C b']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 667 C b')>,0.017616 M_j,0.0505 au,7.2004 d,5.729578 deg,,0.13,6.97 pc,461.53772170011337 K,,,Star('Gliese 667 C'),Star('Gliese 667 C')
329,Gliese 667 C h,Flags(lculated Temperature'),System('Gliese 667'),,,,,,45,,RV,2013,"Gliese 667 is a nearby triple star system in the constellation Scorpius, about 22 light years away. The star Gliese 667 C hosts at least six planets. Three of them, all Super-Earths, are located in the habitable zone. The habitable zone is so densely packed that any additional planet is likely to destabilize the system. This planet, Gliese 667 C h has yet to be confirmed.","['GJ 667C h', 'HR 6426C h', 'Gliese 667 C h']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 667 C h')>,0.00346 M_j,0.0893 au,16.946 d,114.591559 deg,,0.06,6.97 pc,347.07806018863704 K,,,Star('Gliese 667 C'),Star('Gliese 667 C')
330,Gliese 667 C c,Flags(lculated Temperature'),System('Gliese 667'),,,,,,308,,RV,2009,"Gliese 667 is a nearby triple star system in the constellation Scorpius, about 22 light years away. The star Gliese 667 C hosts at least six planets. Three of them, all Super-Earths, are located in the habitable zone. The habitable zone is so densely packed that any additional planet is likely to destabilize the system. This planet, Gliese 667 C c, is located on the inner edge of the habitable zone.","['GJ 667C c', 'HR 6426C c', 'Gliese 667 C c']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 667 C c')>,0.011954 M_j,0.125 au,28.14 d,292.208476 deg,,0.02,6.97 pc,293.35796511269484 K,,,Star('Gliese 667 C'),Star('Gliese 667 C')
331,Gliese 667 C f,Flags(lculated Temperature'),System('Gliese 667'),,,,,,34,,RV,2013,"Gliese 667 is a nearby triple star system in the constellation Scorpius, about 22 light years away. The star Gliese 667 C hosts at least six planets. Three of them, all Super-Earths, are located in the habitable zone. The habitable zone is so densely packed that any additional planet is likely to destabilize the system. This planet, Gliese 667 C f, is right in the middle of the habitable zone.","['GJ 667C f', 'HR 6426C f', 'Gliese 667 C f']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 667 C f')>,0.008493 M_j,0.156 au,39.026 d,103.132403 deg,,0.03,6.97 pc,262.5975027939272 K,,,Star('Gliese 667 C'),Star('Gliese 667 C')
332,Gliese 667 C e,Flags(lculated Temperature'),System('Gliese 667'),,,,,,262,,RV,2013,"Gliese 667 is a nearby triple star system in the constellation Scorpius, about 22 light years away. The star Gliese 667 C hosts at least six planets. Three of them, all Super-Earths, are located in the habitable zone. The habitable zone is so densely packed that any additional planet is likely to destabilize the system. This planet, Gliese 667 C e, is close the outer edge of the habitable zone.","['GJ 667C e', 'HR 6426C e', 'Gliese 667 C e']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 667 C e')>,0.008493 M_j,0.213 au,62.24 d,28.64789 deg,,0.02,6.97 pc,224.73105430581245 K,,,Star('Gliese 667 C'),Star('Gliese 667 C')
333,Gliese 667 C d,Flags(lculated Temperature'),System('Gliese 667'),,,,,,251,,RV,2013,"Gliese 667 is a nearby triple star system in the constellation Scorpius, about 22 light years away. The star Gliese 667 C hosts at least six planets. Three of them, all Super-Earths, are located in the habitable zone. The habitable zone is so densely packed that any additional planet is likely to destabilize the system. This planet, Gliese 667 C d, is located outside the habitable zone and therefore to cool to host liquid water on its surface.","['GJ 667 C d', 'HR 6426 C d', 'Gliese 667 C d']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 667 C d')>,0.016043 M_j,0.276 au,91.61 d,40.107046 deg,,0.03,6.97 pc,197.42327405160697 K,,,Star('Gliese 667 C'),Star('Gliese 667 C')
334,Gliese 667 C g,Flags(lculated Temperature'),System('Gliese 667'),,,,,,285,,RV,2013,"Gliese 667 is a nearby triple star system in the constellation Scorpius, about 22 light years away. The star Gliese 667 C hosts at least six planets. Three of them, all Super-Earths, are located in the habitable zone. The habitable zone is so densely packed that any additional planet is likely to destabilize the system. This planet, Gliese 667 C g, is outside the habitable zone and cannot host liquid water on its surface.","['GJ 667 C g', 'HR 6426 C g', 'Gliese 667 C g']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 667 C g')>,0.01447 M_j,0.549 au,256.2 d,51.566202 deg,,0.08,6.97 pc,139.9802351510291 K,,,Star('Gliese 667 C'),Star('Gliese 667 C')
335,Gliese 674 b,Flags(),System('Gliese 674'),,,,,,,,RV,2007,Gliese 674 is a pre main sequence star in the constellation of Ara.,"['GJ 674 b', 'Gj 674 b', 'Gl 674 b', 'Gaia DR2 5951824121022278144 b', 'TYC 8346-37-1 b', 'HIP 85523 b', 'Gliese 674 b']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 674 b')>,0.037 M_j,0.039 au,,,,0.2,4.54 pc,519.6 K,262d09m59.1825s,-46d53m42.6932s,Star('Gliese 674'),Star('Gliese 674')
336,Gliese 676 A d,Flags(lculated Temperature'),System('Gliese 676'),,,,,,,,RV,2012,The star system Gliese 676 is located in the constellation Ara. This  planet was confirmed using a Bayesian probability analysis. It is a small Super-Earth.,"['GJ 676 A d', 'Gliese 676 A d']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 676 A d')>,0.014 M_j,0.0413 au,,,,0.15,16.5 pc,,,,Star('Gliese 676 A'),Star('Gliese 676 A')
337,Gliese 676 A e,Flags(lculated Temperature'),System('Gliese 676'),,,,,,,,RV,2012,The star system Gliese 676 is located in the constellation Ara. This  planet was confirmed using a Bayesian probability analysis. It has a false alarme probability of less than one percent.,"['GJ 676 A e', 'Gliese 676 A e']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 676 A e')>,0.036 M_j,0.187 au,,,,0.24,16.5 pc,,,,Star('Gliese 676 A'),Star('Gliese 676 A')
338,Gliese 676 A b,Flags(lculated Temperature'),System('Gliese 676'),,,,,,,,RV,2011,This gas giant was found in 2009 and announced in 2011. At that time there were strong indications for more planets but more data was needed to confirm them.,"['GJ 676 A b', 'Gliese 676 A b']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 676 A b')>,4.95 M_j,1.8 au,,,,0.328,16.5 pc,,,,Star('Gliese 676 A'),Star('Gliese 676 A')
339,Gliese 676 A c,Flags(lculated Temperature'),System('Gliese 676'),,,,,,,,RV,2011,This companion is inferred from a curvature in the radial velocity residuals. Its nature is currently unclear.,"['GJ 676 A c', 'Gliese 676 A c']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 676 A c')>,3.0 M_j,5.2 au,,,,0.2,16.5 pc,,,,Star('Gliese 676 A'),Star('Gliese 676 A')
340,Gliese 777 A b,Flags(lculated Temperature'),System('Gliese 777'),,,,,,,,RV,2003,"The A component of the star system Gliese 777 hosts at least two planets. With 6.7 billion years, the host star is much older than our Sun. The binary companion is a dim red dwarf orbiting at a distance of 3000 astronomical units.","['HD 190360 A b', 'HD 190360 b', 'HR 7670 A b', 'Gliese 777 A b']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 777 A b')>,1.495 M_j,3.92 au,,,2459271,0.343,15.89 pc,169.4921257326478 K,,,Star('Gliese 777 A'),Star('Gliese 777 A')
341,Gliese 777 A c,Flags(lculated Temperature'),System('Gliese 777'),,,,,,,,RV,2005,"The A component of the star system Gliese 777 hosts at least two planets. With 6.7 billion years, the host star is much older than our Sun. The binary companion is a dim red dwarf orbiting at a distance of 3000 astronomical units.","['HD 190360 A c', 'HD 190360 c', 'HR 7670 A c', 'Gliese 777 A c']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 777 A c')>,0.064 M_j,0.128 au,,,2455570.3,0.107,15.89 pc,937.967034862904 K,,,Star('Gliese 777 A'),Star('Gliese 777 A')
342,Gliese 785 b,Flags(),System('Gliese 785'),,,,,,,,RV,2010,The planetary system around the star HD 192310 consists of two Neptune-mass planets and is located in the constellation of Capricornus.,"['GJ 785 b', 'Gj 785 b', 'Gl 785 b', 'HIP 99825 b', 'TYC 6914-01943-1 b', 'IRAS 20122-2711 b', 'HD 192310 b', 'HR 7722 b', 'CD-27 14659 b', 'CPD-27 6972 b', 'SAO 189065 b', '2MASS J20151734-2701585 b', 'LHS 488 b', 'TYC 6914-1943-1 b', 'Gaia DR2 6847167606385195648 b', 'Gliese 785 b']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 785 b')>,0.05316 M_j,0.32 au,,,,0.13,8.82 pc,331.7 K,303d49m20.874s,-27d01m58.7135s,Star('Gliese 785'),Star('Gliese 785')
343,Gliese 785 c,Flags(),System('Gliese 785'),,,,,,,,RV,2011,The planetary system around the star HD 192310 consists of two Neptune-mass planets and is located in the constellation of Capricornus. The outer planet Gliese 785 c is at the outer edge of the habitable zone.,"['GJ 785 c', 'Gj 785 c', 'Gl 785 c', 'HIP 99825 c', 'TYC 6914-01943-1 c', 'IRAS 20122-2711 c', 'HD 192310 c', 'HR 7722 c', 'CD-27 14659 c', 'CPD-27 6972 c', 'SAO 189065 c', '2MASS J20151734-2701585 c', 'LHS 488 c', 'TYC 6914-1943-1 c', 'Gaia DR2 6847167606385195648 c', 'Gliese 785 c']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 785 c')>,0.0754 M_j,1.18 au,,,,0.32,8.82 pc,171.8 K,303d49m20.874s,-27d01m58.7135s,Star('Gliese 785'),Star('Gliese 785')
344,Gliese 832 b,Flags(lculated Temperature'),System('Gliese 832'),,,,,,40,,RV,2008,"The star Gliese 832 is a star located in the solar neighbourhood in the constallation Grus. Therefore the observed planet Gliese 832 b is a good candidate for astrometric observations. In 2014, an additional planet, Gliese 832 c has been discovered.","['GJ 832 b', 'Gj 832 b', 'Gl 832 b', 'Gaia DR2 6562924609150908416 b', 'HIP 106440 b', 'HD 204961 b', 'TYC 8431-60-1 b', 'Gliese 832 b']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 832 b')>,0.688908 M_j,3.6 au,3660.0 d,246.0 deg,,0.08,4.94 pc,,323d23m29.6235s,-49d00m32.4034s,Star('Gliese 832'),Star('Gliese 832')
345,Gliese 832 c,Flags(lculated Temperature'),System('Gliese 832'),,,,,,246,,RV,2014,"The star Gliese 832 is a star located in the solar neighbourhood in the constallation Grus. In 2014, a second planet, Gliese 832 c, was discovered in the system. It's a Super-Earth or Super-Venus, orbiting near the inner edge of the habitable zone. The large mass of the planet is likely to make the planet inhospitable. The discovery was only possible using a combination of radial velocity measurements from three different telescopes.","['GJ 832 c', 'Gj 832 c', 'Gl 832 c', 'Gaia DR2 6562924609150908416 c', 'HIP 106440 c', 'HD 204961 c', 'TYC 8431-60-1 c', 'Gliese 832 c']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 832 c')>,0.015729 M_j,0.162 au,35.67 d,80.0 deg,,0.03,4.94 pc,,323d23m29.6235s,-49d00m32.4034s,Star('Gliese 832'),Star('Gliese 832')
346,Gliese 849 b,Flags(lculated Temperature'),System('Gliese 849'),,,,,,,,RV,2006,The star Gliese 849 is a red dwarf in the constellation of Aquarius. Gliese 849 b is the inner of the system's two known planets.,"['GJ 849 b', 'Gj 849 b', 'Gl 849 b', 'Gaia DR2 2627117287488522240 b', 'TYC 5227-1521-1 b', 'HIP 109388 b', 'Gliese 849 b']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 849 b')>,0.911 M_j,2.39 au,1924.0 d,66.0 deg,2453770,0.038,9.1 pc,86.4824761264631 K,332d25m05.1645s,-4d38m26.6512s,Star('Gliese 849'),Star('Gliese 849')
347,Gliese 849 c,Flags(lculated Temperature'),System('Gliese 849'),,,,,,,,RV,2013,"The radial velocity date for Gliese 849 has poor phase coverage for the orbit of Gliese 849 c, however its parameters can be better constrained by considering the dynamical stability of the two-planet system.","['GJ 849 c', 'Gaia DR2 2627117287488522240 c', 'TYC 5227-1521-1 c', 'HIP 109388 c', 'Gliese 849 c']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 849 c')>,0.944 M_j,4.82 au,5520.0 d,172.0 deg,2454320,0.087,9.1 pc,60.89807251537676 K,332d25m05.1645s,-4d38m26.6512s,Star('Gliese 849'),Star('Gliese 849')
348,Gliese 86 b,Flags(lculated Temperature'),System('Gliese 86'),,,,,,,,RV,2000,The star Gliese 86 is a K-type dwarf star and a member of a binary system in the constellation Eridanus. A linear trend in the radial velocity data may be associated with the stellar companion or another planetary companion.,"['Gliese 86 A b', 'GJ 86 b', 'GJ 86 A b', 'Gj 86 b', 'Gl 86 b', 'HD 13445 b', 'HD 13445 A b', 'Gliese 86 b']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Gliese 86 b')>,3.91 M_j,0.113 au,15.76491 d,269.0 deg,2451903.36,0.0416,10.783 pc,734.7609651648809 K,,,Star('Gliese 86 A'),Star('Gliese 86 A')
349,Gliese 876 b,Flags(lculated Temperature'),System('Gliese 876'),,52.82 deg,,,,-174.64,0,RV,2000,"Gliese 876 is a red dwarf only 15 light years from Earth in the constellation Aquarius. The orbits of the outer three planets are locked in a Laplace reasonance. This resonance is also present in the moons of Jupiter: Io, Europa, Ganymede. This strong dynamical interaction leads to interesting conclusions about the formation history of the system. It is a very strong indication that the planets migrated in the protoplanetary disk to their current position and got locked into mean motion resonances during that process.","['GJ 876 b', 'Gj 876 b', 'Gl 876 b', 'Gaia DR2 2603090003484152064 b', 'GJ 876 A b', 'TYC 5819-1255-1 b', 'HIP 113020 b', 'Gliese 876 b']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 876 b')>,2.6697 M_j,0.218589 au,61.087 d,112.27 deg,,0.034,4.69 pc,211.3223108579937 K,343d19m10.9845s,-14d15m49.3034s,Star('Gliese 876'),Star('Gliese 876')
350,Gliese 876 c,Flags(lculated Temperature'),System('Gliese 876'),,53.06 deg,,,,-104.60,-1.29,RV,2000,"Gliese 876 is a red dwarf only 15 light years from Earth in the constellation Aquarius. The orbits of the outer three planets are locked in a Laplace reasonance. This resonance is also present in the moons of Jupiter: Io, Europa, Ganymede. This strong dynamical interaction leads to interesting conclusions about the formation history of the system. It is a very strong indication that the planets migrated in the protoplanetary disk to their current position and got locked into mean motion resonances during that process.","['GJ 876 c', 'Gj 876 c', 'Gl 876 c', 'Gaia DR2 2603090003484152064 c', 'GJ 876 A c', 'TYC 5819-1255-1 c', 'HIP 113020 c', 'Gliese 876 c']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 876 c')>,0.8429 M_j,0.135985 au,30.0766 d,117.12 deg,,0.2539,4.69 pc,267.92546923007296 K,343d19m10.9845s,-14d15m49.3034s,Star('Gliese 876'),Star('Gliese 876')
351,Gliese 876 d,Flags(lculated Temperature'),System('Gliese 876'),,88.26 deg,,,,162.28,,RV,2005,"Gliese 876 is a red dwarf only 15 light years from Earth in the constellation Aquarius. The orbits of the outer three planets are locked in a Laplace reasonance. This resonance is also present in the moons of Jupiter: Io, Europa, Ganymede. This strong dynamical interaction leads to interesting conclusions about the formation history of the system. It is a very strong indication that the planets migrated in the protoplanetary disk to their current position and got locked into mean motion resonances during that process.","['GJ 876 d', 'Gj 876 d', 'Gl 876 d', 'Gaia DR2 2603090003484152064 d', 'GJ 876 A d', 'TYC 5819-1255-1 d', 'HIP 113020 d', 'Gliese 876 d']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 876 d')>,0.0217 M_j,0.0218393 au,1.93787 d,162.52 deg,,0.108,4.69 pc,627.8472962754047 K,343d19m10.9845s,-14d15m49.3034s,Star('Gliese 876'),Star('Gliese 876')
352,Gliese 876 e,Flags(lculated Temperature'),System('Gliese 876'),,53.29 deg,,,,-42.46,-1.29,RV,2010,,"['GJ 876 e', 'Gj 876 e', 'Gl 876 e', 'Gaia DR2 2603090003484152064 e', 'GJ 876 A e', 'TYC 5819-1255-1 e', 'HIP 113020 e', 'Gliese 876 e']",['Confirmed planets'],<bound method Planet.type of Planet('Gliese 876 e')>,0.05399 M_j,0.3343 au,124.72 d,-54.2 deg,,0.031,4.69 pc,170.88003113930267 K,343d19m10.9845s,-14d15m49.3034s,Star('Gliese 876'),Star('Gliese 876')
